title,price,location,year,mileage,list_date,URL,source
2011 GSX1300R Hayabusa,"$8,880",lynnwood,2011,15k mi,7/6,https://seattle.craigslist.org/see/mcd/d/lynnwood-2011-gsx1300r-hayabusa/7640490302.html,craigslist
"FS: 2008 Ducati SportClassic Sport 1000 Biposto - 13,849 mi","$20,000",seattle,2008,14k mi,7/6,https://seattle.craigslist.org/see/mcd/d/seattle-fs-2008-ducati-sportclassic/7640489045.html,craigslist
Bmw R1150 rt mint 12K miles 2004,"$3,300",edmonds,2004,13k mi,7/6,https://seattle.craigslist.org/see/mcy/d/edmonds-bmw-r1150-rt-mint-12k-miles-2004/7640484066.html,craigslist
2020 Royal Enfield Himalayan ABS,"$4,700",seahurst,2020,16k mi,7/6,https://seattle.craigslist.org/skc/mcy/d/seahurst-2020-royal-enfield-himalayan/7640479178.html,craigslist
NO Set-Up Fee!  2023 KTM 790 Duke at NW EUROPEAN CYCLES,"$9,199",tacoma,2023,1mi,7/6,https://seattle.craigslist.org/tac/mcd/d/tacoma-no-set-up-fee-2023-ktm-790-duke/7640477965.html,craigslist
2003 Honda Magna VF750 Cruiser,"$3,500",renton,2003,22k mi,7/6,https://seattle.craigslist.org/see/mcy/d/renton-2003-honda-magna-vf750-cruiser/7640475775.html,craigslist
Motorcycle Consignment Services,,kenmore,-1,1mi,7/6,https://seattle.craigslist.org/est/mcd/d/kenmore-motorcycle-consignment-services/7640474757.html,craigslist
2007 Suzuki GSXR750R,"$4,995",olympia,2007,25k mi,7/6,https://seattle.craigslist.org/oly/mcd/d/olympia-2007-suzuki-gsxr750r/7640467614.html,craigslist
Project wrecked 2012 Harley screaming eagle softail 110” CVO,"$6,500",black,2012,47k mi,7/6,https://seattle.craigslist.org/skc/mcy/d/black-diamond-project-wrecked-2012/7640457904.html,craigslist
2014 Honda cbr 650 theft recovery 2007 Kawasaki ninja 650r,"$2,500",black,2014,180mi,7/6,https://seattle.craigslist.org/skc/mcy/d/black-diamond-2014-honda-cbr-650-theft/7640457532.html,craigslist
Harley Davidson Roadking,"$7,000",olympia,-1,19k mi,7/6,https://seattle.craigslist.org/oly/mcy/d/olympia-harley-davidson-roadking/7640445353.html,craigslist
KTM 450 EXC with 471 Miles,"$5,500",graham,-1,471mi,7/6,https://seattle.craigslist.org/tac/mcy/d/graham-ktm-450-exc-with-471-miles/7640440645.html,craigslist
2022 Honda Trail 125 only 35 Miles ABS Showroom Pristine CT125,"$5,995",federal,2022,35mi,7/6,https://seattle.craigslist.org/skc/mcy/d/federal-way-2022-honda-trail-125-only/7640440133.html,craigslist
2018 Husqvarna FC 250 Motocross,"$4,999",bellingham,2018,-1,7/6,https://seattle.craigslist.org/sno/mcd/d/bellingham-2018-husqvarna-fc-250/7640436997.html,craigslist
2023 GASGAS MC 250F Motocross,"$8,695",bellingham,2023,-1,7/6,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-gasgas-mc-250f-motocross/7640436667.html,craigslist
"2022 CAN-AM SPYDER RT 1330 HYPER SILVER LUXURY SAVE $1,500 @ CLEMS!","$22,399",wilkeson,2022,-1,7/6,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2022-can-am-spyder-rt-1330/7640434281.html,craigslist
"2022 CAN-AM RYKER SPORT 900 $1,600 OFF @ CLEMS! NOT $750 LIKE OTHERS!","$9,999",wilkeson,2022,-1,7/6,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2022-can-am-ryker-sport-off/7640422390.html,craigslist
2018 CAN-AM SPYDER RT,"$20,799",lacey,2018,"7,203mi",7/6,https://seattle.craigslist.org/oly/mcd/d/lacey-2018-can-am-spyder-rt/7640422123.html,craigslist
2017 FLHXS - Streetglide,"$21,250",chelan,2017,"5,191mi",7/6,https://seattle.craigslist.org/sno/mcy/d/chelan-2017-flhxs-streetglide/7640417799.html,craigslist
"2023 CAN-AM RYKER RALLY 900 ACE 3 WHEEL NOW SAVE $1,200 AT CLEMS!","$12,699",wilkeson,2023,1mi,7/6,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2023-can-am-ryker-rally-900/7640415616.html,craigslist
H-D FLHXS Streetglide,"$21,250",chelan,-1,"5,125mi",7/6,https://seattle.craigslist.org/see/mcy/d/chelan-d-flhxs-streetglide/7640414363.html,craigslist
2010 HARLEY-DAVIDSON ROAD GLIDE CUSTOM,"$12,999",lacey,2010,47k mi,7/6,https://seattle.craigslist.org/oly/mcd/d/lacey-2010-harley-davidson-road-glide/7640414284.html,craigslist
2012 HONDA INTERSTATE,"$6,499",lacey,2012,1mi,7/6,https://seattle.craigslist.org/oly/mcd/d/lacey-2012-honda-interstate/7640406483.html,craigslist
"2004 Kawasaki Vulcan 2000cc * AMAZING BIKE, 30k miles","$5,500",lynnwood,2004,30k mi,7/6,https://seattle.craigslist.org/see/mcd/d/lynnwood-2004-kawasaki-vulcan-2000cc/7640406047.html,craigslist
KTM 23 250SX  SAVE OVER $2100!!! NW Euro Cycles,"$7,999",tacoma,2100,1mi,7/6,https://seattle.craigslist.org/tac/mcd/d/tacoma-ktm-sx-save-over-2100-nw-euro/7640404320.html,craigslist
2022 Honda ADV150,"$4,299",lakewood,2022,-1,7/6,https://seattle.craigslist.org/tac/mcd/d/lakewood-2022-honda-adv150/7640395147.html,craigslist
"Yamaha FZ09 Red (FZ-09, FZ 09)","$7,500",bremerton,-1,"4,251mi",7/6,https://seattle.craigslist.org/kit/mcy/d/bremerton-yamaha-fz09-red-fz-09-fz-09/7640393980.html,craigslist
BMW F800ST -- factory lowered,"$6,250",medina,-1,11k mi,7/6,https://seattle.craigslist.org/see/mcy/d/medina-bmw-f800st-factory-lowered/7640387721.html,craigslist
1973 Honda CB 100,"$1,500",issaquah,1973,"3,302mi",7/6,https://seattle.craigslist.org/est/mcy/d/issaquah-1973-honda-cb-100/7640386522.html,craigslist
2023 Triumph Scrambler 900 Carnival Red / Jet Black,"$11,995",seattle,2023,-1,7/6,https://seattle.craigslist.org/see/mcd/d/seattle-2023-triumph-scrambler-900/7640381061.html,craigslist
2023 Triumph Bonneville Speedmaster Sapphire Black/Fusion White,"$14,295",seattle,2023,3mi,7/6,https://seattle.craigslist.org/see/mcd/d/seattle-2023-triumph-bonneville/7640380916.html,craigslist
2015 Ducati Scrambler,"$7,990",lynnwood,2015,"2,889mi",7/6,https://seattle.craigslist.org/sno/mcy/d/lynnwood-2015-ducati-scrambler/7640372490.html,craigslist
2023 KTM 85 SX 19 16,"$5,599",bremerton,2023,-1,7/6,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-ktm-85-sx-19-16/7640367200.html,craigslist
2017 Suzuki SV650,"$5,495",olympia,2017,551mi,7/6,https://seattle.craigslist.org/oly/mcd/d/olympia-2017-suzuki-sv650/7640356965.html,craigslist
2023 KTM 390 Adventure,"$6,649",bremerton,2023,-1,7/6,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-ktm-390-adventure/7640337712.html,craigslist
2006 gsxr 600 Track Bike,"$5,500",poulsbo,2006,"6,279mi",7/6,https://seattle.craigslist.org/kit/mcy/d/poulsbo-2006-gsxr-600-track-bike/7640332969.html,craigslist
2018 Indian Chieftain Limited,"$22,500",bremerton,2018,"5,492mi",7/6,https://seattle.craigslist.org/kit/mcy/d/bremerton-2018-indian-chieftain-limited/7640332828.html,craigslist
2012 Harley-Davidson VRSCF - V-Rod Muscle,"$10,999",lakewood,2012,"6,180mi",7/6,https://seattle.craigslist.org/tac/mcd/d/lakewood-2012-harley-davidson-vrscf-rod/7640330223.html,craigslist
2020 Honda C125,"$3,995",olympia,2020,14mi,7/6,https://seattle.craigslist.org/oly/mcd/d/olympia-2020-honda-c125/7640327901.html,craigslist
1997 Honda XRV750 Africa Twin - RD07 ADV,"$6,000",seattle,1997,"7,120mi",7/6,https://seattle.craigslist.org/see/mcd/d/seattle-1997-honda-xrv750-africa-twin/7640314426.html,craigslist
2008 YAMAHA STAR ROADLINER,"$6,500",everett,2008,22k mi,7/6,https://seattle.craigslist.org/sno/mcy/d/everett-2008-yamaha-star-roadliner/7640314228.html,craigslist
2019 Harley-Davidson Softail Fat Bob 114 FXFBS,"$14,988",renton,2019,11k mi,7/6,https://seattle.craigslist.org/see/mcd/d/renton-2019-harley-davidson-softail-fat/7640311227.html,craigslist
2023 Kawasaki KX 65,"$3,399",bremerton,2023,-1,7/6,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-kawasaki-kx-65/7640310706.html,craigslist
Road Glide Special,"$26,495",littlerock,-1,"1,050mi",7/6,https://seattle.craigslist.org/oly/mcy/d/littlerock-road-glide-special/7640310348.html,craigslist
Suzuki Savage 650,"$2,000",belfair,-1,"9,500mi",7/6,https://seattle.craigslist.org/kit/mcy/d/belfair-suzuki-savage-650/7640309865.html,craigslist
2022 Husqvarna 401,"$4,800",snohomish,2022,204mi,7/6,https://seattle.craigslist.org/sno/mcy/d/snohomish-2022-husqvarna-401/7640307274.html,craigslist
harley davidson,"$9,000",puyallup,-1,54k mi,7/6,https://seattle.craigslist.org/tac/mcy/d/puyallup-harley-davidson/7640305971.html,craigslist
2002 Honda VTX 1800C,"$5,500",seattle,2002,22k mi,7/6,https://seattle.craigslist.org/see/mcy/d/seattle-2002-honda-vtx-1800c/7640298586.html,craigslist
"2008 HD Sportster XL 1200C *1,556 mi !!! *","$6,795",tacoma,2008,"1,556mi",7/6,https://seattle.craigslist.org/tac/mcy/d/tacoma-2008-hd-sportster-xl-1200c-1556/7640293910.html,craigslist
2019 Yamaha MT-09,"$8,294",olympia,2019,13k mi,7/6,https://seattle.craigslist.org/oly/mcd/d/olympia-2019-yamaha-mt-09/7640287187.html,craigslist
2017 Harley-Davidson Electra Glide CVO Limited,"$30,999",silverdale,2017,12k mi,7/6,https://seattle.craigslist.org/kit/mcd/d/silverdale-2017-harley-davidson-electra/7640285439.html,craigslist
2021 Harley-Davidson Cruiser Fat Bob 114,,silverdale,2021,"1,572mi",7/6,https://seattle.craigslist.org/kit/mcd/d/silverdale-2021-harley-davidson-cruiser/7640285408.html,craigslist
2020 Harley-Davidson Touring Softail Street Glide,"$22,999",tacoma,2020,"3,802mi",7/6,https://seattle.craigslist.org/tac/mcd/d/tacoma-2020-harley-davidson-touring/7640285401.html,craigslist
2022 Harley-Davidson Road Glide Special,"$27,999",tacoma,2022,"2,475mi",7/6,https://seattle.craigslist.org/tac/mcd/d/tacoma-2022-harley-davidson-road-glide/7640285383.html,craigslist
2021 Harley-Davidson Touring FLHCS Heritage Classic 114,"$18,999",tacoma,2021,"6,468mi",7/6,https://seattle.craigslist.org/tac/mcd/d/tacoma-2021-harley-davidson-touring/7640285375.html,craigslist
2021 Harley-Davidson FLTRX Road Glide,"$29,999",tacoma,2021,10k mi,7/6,https://seattle.craigslist.org/tac/mcd/d/tacoma-2021-harley-davidson-fltrx-road/7640285350.html,craigslist
2017 street bob,"$14,000",monroe,2017,"3,395mi",7/6,https://seattle.craigslist.org/sno/mcy/d/monroe-2017-street-bob/7640268638.html,craigslist
1973 Yamaha 250,"$1,500",everett,1973,10k mi,7/6,https://seattle.craigslist.org/see/mcy/d/everett-1973-yamaha-250/7640235270.html,craigslist
"REDUCED Classic EVO Springer Heritage 11,500 OBO","$11,500",oak,-1,18k mi,7/5,https://seattle.craigslist.org/see/mcy/d/oak-harbor-reduced-classic-evo-springer/7640219810.html,craigslist
Honda Rebel 300,"$4,900",snohomish,-1,"2,300mi",7/5,https://seattle.craigslist.org/sno/mcy/d/snohomish-honda-rebel-300/7640218056.html,craigslist
2006 harley davidson,"$7,000",ocean,2006,"3,300mi",7/5,https://seattle.craigslist.org/see/mcy/d/ocean-shores-2006-harley-davidson/7640216316.html,craigslist
2003 Harley Davidson Dyna Low Rider FXDL Anniversary Edition,"$6,300",snohomish,2003,40k mi,7/5,https://seattle.craigslist.org/sno/mcy/d/snohomish-2003-harley-davidson-dyna-low/7640215380.html,craigslist
2017 Ducati Scrambler 800 Cafe Racer,"$9,999",seattle,2017,"6,643mi",7/5,https://seattle.craigslist.org/see/mcd/d/seattle-2017-ducati-scrambler-800-cafe/7640213677.html,craigslist
2016 DUCATI SCRAMBLER SIXTY 2 (CLEAN TITLE),"$6,799",seattle,2016,11k mi,7/5,https://seattle.craigslist.org/see/mcd/d/seattle-2016-ducati-scrambler-sixty/7640213651.html,craigslist
2021 BMW R1250 GSA 40 Year edition - Every option - Low Suspension,"$22,500",sammamish,2021,"5,600mi",7/5,https://seattle.craigslist.org/est/mcy/d/sammamish-2021-bmw-r1250-gsa-40-year/7640208485.html,craigslist
2002 Ducati ST4S,"$3,900",seattle,2002,54k mi,7/5,https://seattle.craigslist.org/see/mcy/d/seattle-2002-ducati-st4s/7640206474.html,craigslist
2013 Suzuki Boulevard C50,"$5,000",seattle,2013,"6,403mi",7/5,https://seattle.craigslist.org/see/mcy/d/seattle-2013-suzuki-boulevard-c50/7640204298.html,craigslist
2020 Honda Grom  275 miles,"$4,299",seattle,2020,275mi,7/5,https://seattle.craigslist.org/sno/mcd/d/seattle-2020-honda-grom-275-miles/7640204185.html,craigslist
2006 Harley Davidson Heritage Softail - Better Than New - 389 Miles,"$10,500",lynnwood,2006,389mi,7/5,https://seattle.craigslist.org/sno/mcy/d/lynnwood-2006-harley-davidson-heritage/7640200754.html,craigslist
"2015 APRILIA CAPONORD 1200 TOUR/BAGS/TOP BOX, LOW MILES !","$6,898",bellevue,2015,18k mi,7/5,https://seattle.craigslist.org/est/mcd/d/bellevue-2015-aprilia-caponord-1200/7640199289.html,craigslist
2021 HARLEY 883XL SPORTSTER **3200 ORIGINAL MILES**,"$6,798",bellevue,2021,"3,200mi",7/5,https://seattle.craigslist.org/est/mcd/d/bellevue-2021-harley-883xl-sportster/7640199227.html,craigslist
2011 Kawasaki KX 450 - WITH TITLE,"$3,600",tacoma,2011,30mi,7/5,https://seattle.craigslist.org/tac/mcy/d/tacoma-2011-kawasaki-kx-with-title/7640188585.html,craigslist
2014 Ducati Panigale 899,"$10,500",lacey,2014,20k mi,7/5,https://seattle.craigslist.org/oly/mcy/d/lacey-2014-ducati-panigale-899/7640186623.html,craigslist
1996 HONDA Goldwing 1500cc,"$2,800",seattle,1996,67k mi,7/5,https://seattle.craigslist.org/see/mcy/d/seattle-1996-honda-goldwing-1500cc/7640179665.html,craigslist
2016 BMW C650 GT,"$5,975",everett,2016,"7,712mi",7/5,https://seattle.craigslist.org/see/mcd/d/everett-2016-bmw-c650-gt/7640176464.html,craigslist
2009 Vespa GTS 250 i.e.,"$3,999",everett,2009,"8,184mi",7/5,https://seattle.craigslist.org/see/mcd/d/everett-2009-vespa-gts-250-ie/7640174713.html,craigslist
Sale!! SAVE $1750!!! 23 KTM 125 SX  at NW European Cycles,"$7,449",tacoma,1750,1mi,7/5,https://seattle.craigslist.org/tac/mcd/d/tacoma-sale-save-ktm-125-sx-at-nw/7640174435.html,craigslist
2014 BMW S1000RR,"$14,000",seattle,2014,16k mi,7/5,https://seattle.craigslist.org/see/mcy/d/seattle-2014-bmw-s1000rr/7640171941.html,craigslist
2023 KTM 125 XC Enduro,"$6,749",bellingham,2023,-1,7/5,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-ktm-125-xc-enduro/7640170455.html,craigslist
2015 Honda CTX700 D ABS 3000 Miles,"$5,999",kent,2015,"3,000mi",7/5,https://seattle.craigslist.org/skc/mcy/d/kent-2015-honda-ctx700-abs-3000-miles/7640170143.html,craigslist
2007 Heritage Softail,"$10,500",kent,2007,42k mi,7/5,https://seattle.craigslist.org/skc/mcy/d/kent-2007-heritage-softail/7640168433.html,craigslist
1982 Suzuki GS850G,$500,seattle,1982,37k mi,7/5,https://seattle.craigslist.org/see/mcy/d/seattle-1982-suzuki-gs850g/7640168290.html,craigslist
VF700C 1987 super magna  honda,"$2,500",seattle,1987,27k mi,7/5,https://seattle.craigslist.org/see/mcy/d/seattle-vf700c-1987-super-magna-honda/7640164825.html,craigslist
2008 Aprillia Scarabeo 500ie,"$1,500",seattle,2008,"6,300mi",7/5,https://seattle.craigslist.org/see/mcy/d/seattle-2008-aprillia-scarabeo-500ie/7640162105.html,craigslist
2007 Harley-Davidson FLTR Road Glide,"$8,250",black,2007,23k mi,7/5,https://seattle.craigslist.org/skc/mcy/d/black-diamond-2007-harley-davidson-fltr/7640160227.html,craigslist
"2008 yamaha zuma scooter, 2 stroke!","$1,200",preston,2008,18k mi,7/5,https://seattle.craigslist.org/est/mcy/d/preston-2008-yamaha-zuma-scooter-stroke/7640157285.html,craigslist
1996 Kawasaki KLX 650r,"$3,000",clinton,1996,500mi,7/5,https://seattle.craigslist.org/sno/mcy/d/clinton-1996-kawasaki-klx-650r/7640153613.html,craigslist
Shovelhead,"$5,000",clinton,-1,245mi,7/5,https://seattle.craigslist.org/see/mcy/d/clinton-shovelhead/7640152996.html,craigslist
2016 Yamaha FZ07,"$8,000",marysville,2016,"7,760mi",7/5,https://seattle.craigslist.org/sno/mcy/d/marysville-2016-yamaha-fz07/7640152019.html,craigslist
1973 Royal Enfield Bullet 350 - Restored Classic Vintage,"$3,500",happy,1973,"6,000mi",7/5,https://seattle.craigslist.org/see/mcd/d/happy-valley-1973-royal-enfield-bullet/7640151563.html,craigslist
SAVE $1359!!! Sale! 50th Anniv. KTM 23 50SX @ NW European Cycles,"$4,299",tacoma,1359,1mi,7/5,https://seattle.craigslist.org/tac/mcd/d/tacoma-save-1359-sale-50th-anniv-ktm-23/7640148200.html,craigslist
2022 CFMOTO 700CL-X Sport Sportbikes,"$5,999",bellingham,2022,-1,7/5,https://seattle.craigslist.org/sno/mcd/d/bellingham-2022-cfmoto-700cl-sport/7640141315.html,craigslist
2022 CFMOTO 300SS Sportbikes,"$3,799",bellingham,2022,-1,7/5,https://seattle.craigslist.org/sno/mcd/d/bellingham-2022-cfmoto-300ss-sportbikes/7640141253.html,craigslist
2005 Triumph Bonneville T-100,"$3,500",tacoma,2005,25k mi,7/5,https://seattle.craigslist.org/tac/mcy/d/tacoma-2005-triumph-bonneville-100/7640141196.html,craigslist
2022 CFMOTO 300NK Naked Bikes,"$3,499",bellingham,2022,-1,7/5,https://seattle.craigslist.org/sno/mcd/d/bellingham-2022-cfmoto-300nk-naked-bikes/7640141179.html,craigslist
2022 CFMOTO 650 Adventura Adventure Bikes,"$5,499",bellingham,2022,-1,7/5,https://seattle.craigslist.org/sno/mcd/d/bellingham-2022-cfmoto-650-adventura/7640141139.html,craigslist
2022 CFMOTO 300SS Sportbikes,"$3,799",bellingham,2022,-1,7/5,https://seattle.craigslist.org/sno/mcd/d/bellingham-2022-cfmoto-300ss-sportbikes/7640141001.html,craigslist
2022 CFMOTO 300NK Naked Bikes,"$3,499",bellingham,2022,-1,7/5,https://seattle.craigslist.org/sno/mcd/d/bellingham-2022-cfmoto-300nk-naked-bikes/7640140911.html,craigslist
2022 CFMOTO Papio Sportbikes,"$2,499",bellingham,2022,-1,7/5,https://seattle.craigslist.org/sno/mcd/d/bellingham-2022-cfmoto-papio-sportbikes/7640140904.html,craigslist
2007 Harley Davidson Softtail Custom FXSTC,"$8,950",mount,2007,32k mi,7/5,https://seattle.craigslist.org/see/mcd/d/mount-vernon-2007-harley-davidson/7640139797.html,craigslist
06 kymco moped,$800,bremerton,-1,974mi,7/5,https://seattle.craigslist.org/kit/mcy/d/bremerton-06-kymco-moped/7640138404.html,craigslist
1990 Kawasaki Vulcan 750,"$1,500",bremerton,1990,15k mi,7/5,https://seattle.craigslist.org/kit/mcy/d/bremerton-1990-kawasaki-vulcan-750/7640137948.html,craigslist
Yamaha 50  1970s,$150,arlington,-1,"4,500mi",7/5,https://seattle.craigslist.org/sno/mcy/d/arlington-yamaha/7640136969.html,craigslist
2012 KTM 990 Adventure,"$12,000",port,2012,26k mi,7/5,https://seattle.craigslist.org/kit/mcy/d/port-orchard-2012-ktm-990-adventure/7640130716.html,craigslist
"SALE: New 32MPH 2000W E-Scooters, 60V 20AH, Up to 30mile Range","$1,200",seattle,-1,1mi,7/5,https://seattle.craigslist.org/est/mcd/d/seattle-sale-new-32mph-2000w-scooters/7640127916.html,craigslist
Sale!!  23 KTM 85SX  50th Anniv. SAVE $1900  NW EURO CYCLES,"$5,549",tacoma,1900,1mi,7/5,https://seattle.craigslist.org/tac/mcd/d/tacoma-sale-23-ktm-85sx-50th-anniv-save/7640126561.html,craigslist
Honda CB 750,"$4,200",tumwater,-1,13k mi,7/5,https://seattle.craigslist.org/oly/mcy/d/tumwater-honda-cb-750/7640126543.html,craigslist
HONDA TRAIL 70,"$2,500",tacoma,-1,622mi,7/5,https://seattle.craigslist.org/tac/mcy/d/tacoma-honda-trail-70/7640126267.html,craigslist
2018 Harley-Davidson Ultra Limited,"$25,000",winlock,2018,25k mi,7/5,https://seattle.craigslist.org/oly/mcy/d/winlock-2018-harley-davidson-ultra/7640125644.html,craigslist
1984 RED KDX 200,"$1,000",lynnwood,1984,100mi,7/5,https://seattle.craigslist.org/sno/mcy/d/lynnwood-1984-red-kdx-200/7640123991.html,craigslist
2023 Husqvarna FE 450,"$10,249",bremerton,2023,-1,7/5,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-husqvarna-fe-450/7640120832.html,craigslist
BMW Motorcycle,"$17,500",shelton,-1,67k mi,7/5,https://seattle.craigslist.org/oly/mcy/d/shelton-bmw-motorcycle/7640107745.html,craigslist
2020 Husqvarna Svartpilen 401,"$5,600",seattle,2020,"2,900mi",7/5,https://seattle.craigslist.org/see/mcy/d/seattle-2020-husqvarna-svartpilen-401/7640107112.html,craigslist
2005 Honda 80cc trailbike,"$1,500",centralia,2005,1mi,7/5,https://seattle.craigslist.org/oly/mcy/d/centralia-2005-honda-80cc-trailbike/7640097026.html,craigslist
2022 Kayo TT 140,"$1,999",bremerton,2022,-1,7/5,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-kayo-tt-140/7640096586.html,craigslist
1983 HONDA GOLDWING GL1100,"$2,500",auburn,1983,94k mi,7/5,https://seattle.craigslist.org/skc/mcy/d/auburn-1983-honda-goldwing-gl1100/7640096140.html,craigslist
2023 HUSQVARNA 701 ENDURO #3955,"$12,999",lacey,2023,1mi,7/5,https://seattle.craigslist.org/see/mcd/d/lacey-2023-husqvarna-701-enduro-3955/7640094409.html,craigslist
2022 GASGAS TXT Racing 280,"$6,799",lakewood,2022,-1,7/5,https://seattle.craigslist.org/tac/mcd/d/lakewood-2022-gasgas-txt-racing-280/7640089570.html,craigslist
2020 Harley-Davidson XL1200NS - Sportster Iron 1200,"$8,995",olympia,2020,"2,355mi",7/5,https://seattle.craigslist.org/oly/mcd/d/olympia-2020-harley-davidson-xl1200ns/7640087330.html,craigslist
07 triumph speed triple,"$5,000",woodinville,-1,"6,000mi",7/5,https://seattle.craigslist.org/est/mcy/d/woodinville-07-triumph-speed-triple/7640085912.html,craigslist
"Suzuki VL800 boulevard, loaded, black","$5,400",seattle,-1,"2,580mi",7/5,https://seattle.craigslist.org/see/mcy/d/seattle-suzuki-vl800-boulevard-loaded/7640081200.html,craigslist
VT600 shadow,$800,puyallup,-1,1mi,7/5,https://seattle.craigslist.org/tac/mcy/d/puyallup-vt600-shadow/7640078989.html,craigslist
2016 Harley-Davidson Softail Slim S - Loaded with Upgrades!,"$16,500",spanaway,2016,"6,000mi",7/5,https://seattle.craigslist.org/see/mcy/d/spanaway-2016-harley-davidson-softail/7640076364.html,craigslist
